"ZIP
code [1]"	Size of adjusted gross income	Number of returns
14477	$100,000 under $200,000	90
14477	$200,000 or more	**
		
14478		460
14478	$1 under $25,000	150
14478	$25,000 under $50,000	110
14478	$50,000 under $75,000	80
14478	$75,000 under $100,000	40
14478	$100,000 under $200,000	80
14478	$200,000 or more	**
		
14480		480
14480	$1 under $25,000	210
14480	$25,000 under $50,000	110
14480	$50,000 under $75,000	70
14480	$75,000 under $100,000	40
14480	$100,000 under $200,000	50
14480	$200,000 or more	**
		
14481		900
14481	$1 under $25,000	320
14481	$25,000 under $50,000	230
14481	$50,000 under $75,000	150
14481	$75,000 under $100,000	100
14481	$100,000 under $200,000	100
14481	$200,000 or more	**
		
14482		4,110
14482	$1 under $25,000	1540
14482	$25,000 under $50,000	1020
14482	$50,000 under $75,000	640
14482	$75,000 under $100,000	420
14482	$100,000 under $200,000	430
14482	$200,000 or more	60
		
14485		2,020
14485	$1 under $25,000	730
14485	$25,000 under $50,000	480
14485	$50,000 under $75,000	300
14485	$75,000 under $100,000	240
14485	$100,000 under $200,000	240
14485	$200,000 or more	30
		
14486		140
14486	$1 under $25,000	40
14486	$25,000 under $50,000	40
14486	$50,000 under $75,000	20
14486	$75,000 under $100,000	20
14486	$100,000 under $200,000	20
14486	$200,000 or more	**
		
14487		2,950
14487	$1 under $25,000	1000
14487	$25,000 under $50,000	600
14487	$50,000 under $75,000	490
14487	$75,000 under $100,000	330
14487	$100,000 under $200,000	460
14487	$200,000 or more	70
		
14489		3,190
14489	$1 under $25,000	1280
14489	$25,000 under $50,000	930
14489	$50,000 under $75,000	480
14489	$75,000 under $100,000	250
14489	$100,000 under $200,000	250
14489	$200,000 or more	**
		
14502		5,190
14502	$1 under $25,000	1720
14502	$25,000 under $50,000	1120
14502	$50,000 under $75,000	730
14502	$75,000 under $100,000	600
14502	$100,000 under $200,000	900
14502	$200,000 or more	120
		
14504		900
14504	$1 under $25,000	360
14504	$25,000 under $50,000	280
14504	$50,000 under $75,000	140
14504	$75,000 under $100,000	70
14504	$100,000 under $200,000	50
14504	$200,000 or more	**
		
14505		2,600
14505	$1 under $25,000	950
14505	$25,000 under $50,000	650
14505	$50,000 under $75,000	420
14505	$75,000 under $100,000	290
14505	$100,000 under $200,000	290
14505	$200,000 or more	**
		
14506		630
14506	$1 under $25,000	170
14506	$25,000 under $50,000	90
14506	$50,000 under $75,000	60
14506	$75,000 under $100,000	70
14506	$100,000 under $200,000	170
14506	$200,000 or more	70
		
14507		650
14507	$1 under $25,000	250
14507	$25,000 under $50,000	170
14507	$50,000 under $75,000	110
14507	$75,000 under $100,000	60
14507	$100,000 under $200,000	60
14507	$200,000 or more	**
		
14510		2,190
14510	$1 under $25,000	930
14510	$25,000 under $50,000	570
14510	$50,000 under $75,000	320
14510	$75,000 under $100,000	210
14510	$100,000 under $200,000	160
14510	$200,000 or more	**
		
14512		2,270
14512	$1 under $25,000	920
14512	$25,000 under $50,000	500
14512	$50,000 under $75,000	350
14512	$75,000 under $100,000	240
14512	$100,000 under $200,000	210
14512	$200,000 or more	50
		
14513		6,470
14513	$1 under $25,000	2780
14513	$25,000 under $50,000	1720
14513	$50,000 under $75,000	940
14513	$75,000 under $100,000	510
14513	$100,000 under $200,000	480
14513	$200,000 or more	40
		
14514		2,920
14514	$1 under $25,000	930
14514	$25,000 under $50,000	680
14514	$50,000 under $75,000	440
14514	$75,000 under $100,000	340
14514	$100,000 under $200,000	470
14514	$200,000 or more	60
		
14516		1,060
14516	$1 under $25,000	390
14516	$25,000 under $50,000	290
14516	$50,000 under $75,000	160
14516	$75,000 under $100,000	110
14516	$100,000 under $200,000	110
14516	$200,000 or more	**
		
14517		1,300
14517	$1 under $25,000	530
14517	$25,000 under $50,000	310
14517	$50,000 under $75,000	190
14517	$75,000 under $100,000	140
14517	$100,000 under $200,000	130
14517	$200,000 or more	**
		
14519		5,940
14519	$1 under $25,000	1880
14519	$25,000 under $50,000	1380
14519	$50,000 under $75,000	880
14519	$75,000 under $100,000	690
14519	$100,000 under $200,000	970
14519	$200,000 or more	140
		
14521		1,240
14521	$1 under $25,000	490
14521	$25,000 under $50,000	350
14521	$50,000 under $75,000	190
14521	$75,000 under $100,000	100
14521	$100,000 under $200,000	110
14521	$200,000 or more	**
		
14522		4,460
14522	$1 under $25,000	1700
14522	$25,000 under $50,000	1190
14522	$50,000 under $75,000	650
14522	$75,000 under $100,000	430
14522	$100,000 under $200,000	430
14522	$200,000 or more	60
		
14525		1,320
14525	$1 under $25,000	430
14525	$25,000 under $50,000	350
14525	$50,000 under $75,000	240
14525	$75,000 under $100,000	160
14525	$100,000 under $200,000	140
14525	$200,000 or more	**
		
14526		10,580
14526	$1 under $25,000	3090
14526	$25,000 under $50,000	1810
14526	$50,000 under $75,000	1450
14526	$75,000 under $100,000	1190
14526	$100,000 under $200,000	2320
14526	$200,000 or more	720
		
14527		5,830
14527	$1 under $25,000	2380
14527	$25,000 under $50,000	1510
14527	$50,000 under $75,000	820
14527	$75,000 under $100,000	500
14527	$100,000 under $200,000	520
14527	$200,000 or more	100
		
14530		2,480
14530	$1 under $25,000	920
14530	$25,000 under $50,000	700
14530	$50,000 under $75,000	410
14530	$75,000 under $100,000	240
14530	$100,000 under $200,000	170
14530	$200,000 or more	40
		
14532		2,190
14532	$1 under $25,000	800
14532	$25,000 under $50,000	540
14532	$50,000 under $75,000	330
14532	$75,000 under $100,000	270
14532	$100,000 under $200,000	220
14532	$200,000 or more	30
		
14533		770
14533	$1 under $25,000	260
14533	$25,000 under $50,000	220
14533	$50,000 under $75,000	120
14533	$75,000 under $100,000	80
14533	$100,000 under $200,000	90
14533	$200,000 or more	**
		
14534		16,030
14534	$1 under $25,000	4150
14534	$25,000 under $50,000	1920
14534	$50,000 under $75,000	1600
14534	$75,000 under $100,000	1660
14534	$100,000 under $200,000	3890
14534	$200,000 or more	2810
		
14536		290
14536	$1 under $25,000	110
14536	$25,000 under $50,000	80
14536	$50,000 under $75,000	50
14536	$75,000 under $100,000	50
14536	$100,000 under $200,000	**
14536	$200,000 or more	**
		
14541		1,040
14541	$1 under $25,000	360
14541	$25,000 under $50,000	280
14541	$50,000 under $75,000	160
14541	$75,000 under $100,000	110
14541	$100,000 under $200,000	110
14541	$200,000 or more	20
		
14543		1,760
14543	$1 under $25,000	530
14543	$25,000 under $50,000	380
14543	$50,000 under $75,000	240
14543	$75,000 under $100,000	210
14543	$100,000 under $200,000	320
14543	$200,000 or more	80
		
14544		920
14544	$1 under $25,000	340
14544	$25,000 under $50,000	240
14544	$50,000 under $75,000	140
14544	$75,000 under $100,000	90
14544	$100,000 under $200,000	80
14544	$200,000 or more	30
		
14546		2,520
14546	$1 under $25,000	790
14546	$25,000 under $50,000	650
14546	$50,000 under $75,000	420
14546	$75,000 under $100,000	290
14546	$100,000 under $200,000	300
14546	$200,000 or more	70
		
14548		1,980
14548	$1 under $25,000	740
14548	$25,000 under $50,000	550
14548	$50,000 under $75,000	300
14548	$75,000 under $100,000	190
14548	$100,000 under $200,000	200
14548	$200,000 or more	**
		
14550		760
14550	$1 under $25,000	290
14550	$25,000 under $50,000	200
14550	$50,000 under $75,000	140
14550	$75,000 under $100,000	60
14550	$100,000 under $200,000	70
14550	$200,000 or more	**
		
14551		2,560
14551	$1 under $25,000	1080
14551	$25,000 under $50,000	700
14551	$50,000 under $75,000	370
14551	$75,000 under $100,000	220
14551	$100,000 under $200,000	170
14551	$200,000 or more	20
		
14555		490
14555	$1 under $25,000	160
14555	$25,000 under $50,000	120
14555	$50,000 under $75,000	80
14555	$75,000 under $100,000	50
14555	$100,000 under $200,000	80
14555	$200,000 or more	**
		
14559		9,170
14559	$1 under $25,000	3060
14559	$25,000 under $50,000	1890
14559	$50,000 under $75,000	1400
14559	$75,000 under $100,000	1000
14559	$100,000 under $200,000	1540
14559	$200,000 or more	280
		
14560		1,010
14560	$1 under $25,000	370
14560	$25,000 under $50,000	260
14560	$50,000 under $75,000	150
14560	$75,000 under $100,000	110
14560	$100,000 under $200,000	120
14560	$200,000 or more	**
		
14561		1,320
14561	$1 under $25,000	470
14561	$25,000 under $50,000	330
14561	$50,000 under $75,000	220
14561	$75,000 under $100,000	160
14561	$100,000 under $200,000	140
14561	$200,000 or more	**
		
14564		7,490
14564	$1 under $25,000	2260
14564	$25,000 under $50,000	1230
14564	$50,000 under $75,000	900
14564	$75,000 under $100,000	650
14564	$100,000 under $200,000	1610
14564	$200,000 or more	840
		
14568		3,070
14568	$1 under $25,000	940
14568	$25,000 under $50,000	650
14568	$50,000 under $75,000	500
14568	$75,000 under $100,000	420
14568	$100,000 under $200,000	520
14568	$200,000 or more	40
		
14569		2,900
14569	$1 under $25,000	1120
14569	$25,000 under $50,000	720
14569	$50,000 under $75,000	450
14569	$75,000 under $100,000	290
14569	$100,000 under $200,000	280
14569	$200,000 or more	40
		
14571		600
14571	$1 under $25,000	240
14571	$25,000 under $50,000	150
14571	$50,000 under $75,000	90
14571	$75,000 under $100,000	60
14571	$100,000 under $200,000	60
14571	$200,000 or more	**
		
14572		2,250
14572	$1 under $25,000	870
14572	$25,000 under $50,000	610
14572	$50,000 under $75,000	360
14572	$75,000 under $100,000	220
14572	$100,000 under $200,000	190
14572	$200,000 or more	**
		
14580		26,800
14580	$1 under $25,000	8310
14580	$25,000 under $50,000	5060
14580	$50,000 under $75,000	3840
14580	$75,000 under $100,000	3170
14580	$100,000 under $200,000	5130
14580	$200,000 or more	1290
		
14585		150
14585	$1 under $25,000	60
14585	$25,000 under $50,000	60
14585	$50,000 under $75,000	**
14585	$75,000 under $100,000	30
14585	$100,000 under $200,000	**
14585	$200,000 or more	0
		
14586		5,070
14586	$1 under $25,000	1430
14586	$25,000 under $50,000	1070
14586	$50,000 under $75,000	890
14586	$75,000 under $100,000	690
14586	$100,000 under $200,000	920
14586	$200,000 or more	70
		
14589		3,690
14589	$1 under $25,000	1360
14589	$25,000 under $50,000	870
14589	$50,000 under $75,000	600
14589	$75,000 under $100,000	360
14589	$100,000 under $200,000	430
14589	$200,000 or more	70
		
14590		2,290
14590	$1 under $25,000	930
14590	$25,000 under $50,000	600
14590	$50,000 under $75,000	340
14590	$75,000 under $100,000	210
14590	$100,000 under $200,000	180
14590	$200,000 or more	30
		
14591		780
14591	$1 under $25,000	280
14591	$25,000 under $50,000	190
14591	$50,000 under $75,000	140
14591	$75,000 under $100,000	80
14591	$100,000 under $200,000	90
14591	$200,000 or more	**
		
14604		900
14604	$1 under $25,000	370
14604	$25,000 under $50,000	260
14604	$50,000 under $75,000	120
14604	$75,000 under $100,000	60
14604	$100,000 under $200,000	50
14604	$200,000 or more	40
		
14605		4,010
14605	$1 under $25,000	2930
14605	$25,000 under $50,000	850
14605	$50,000 under $75,000	140
14605	$75,000 under $100,000	40
14605	$100,000 under $200,000	50
14605	$200,000 or more	**
		
14606		13,270
14606	$1 under $25,000	6200
14606	$25,000 under $50,000	3710
14606	$50,000 under $75,000	1800
14606	$75,000 under $100,000	910
14606	$100,000 under $200,000	620
14606	$200,000 or more	30
		
14607		8,310
14607	$1 under $25,000	3240
14607	$25,000 under $50,000	2920
14607	$50,000 under $75,000	1080
14607	$75,000 under $100,000	420
14607	$100,000 under $200,000	460
14607	$200,000 or more	190
		
14608		4,740
14608	$1 under $25,000	3030
14608	$25,000 under $50,000	1100
14608	$50,000 under $75,000	340
14608	$75,000 under $100,000	130
14608	$100,000 under $200,000	100
14608	$200,000 or more	40
		
14609		20,060
14609	$1 under $25,000	9210
14609	$25,000 under $50,000	5790
14609	$50,000 under $75,000	2640
14609	$75,000 under $100,000	1330
14609	$100,000 under $200,000	1000
14609	$200,000 or more	90
		
14610		7,610
14610	$1 under $25,000	2110
14610	$25,000 under $50,000	1750
14610	$50,000 under $75,000	1160
14610	$75,000 under $100,000	810
14610	$100,000 under $200,000	1130
14610	$200,000 or more	650
		
14611		6,570
14611	$1 under $25,000	4250
14611	$25,000 under $50,000	1660
14611	$50,000 under $75,000	420
14611	$75,000 under $100,000	150
14611	$100,000 under $200,000	90
14611	$200,000 or more	**
		
14612		17,910
14612	$1 under $25,000	6110
14612	$25,000 under $50,000	4500
14612	$50,000 under $75,000	2680
14612	$75,000 under $100,000	1980
14612	$100,000 under $200,000	2300
14612	$200,000 or more	340
		
14613		5,610
14613	$1 under $25,000	3510
14613	$25,000 under $50,000	1390
14613	$50,000 under $75,000	430
14613	$75,000 under $100,000	160
14613	$100,000 under $200,000	120
14613	$200,000 or more	**
		
14614		230
14614	$1 under $25,000	90
14614	$25,000 under $50,000	50
14614	$50,000 under $75,000	40
14614	$75,000 under $100,000	**
14614	$100,000 under $200,000	50
14614	$200,000 or more	**
		
14615		8,100
14615	$1 under $25,000	3700
14615	$25,000 under $50,000	2570
14615	$50,000 under $75,000	980
14615	$75,000 under $100,000	470
14615	$100,000 under $200,000	360
14615	$200,000 or more	20
		
14616		14,840
14616	$1 under $25,000	5770
14616	$25,000 under $50,000	4510
14616	$50,000 under $75,000	2350
14616	$75,000 under $100,000	1190
14616	$100,000 under $200,000	930
14616	$200,000 or more	90
		
14617		12,450
14617	$1 under $25,000	4210
14617	$25,000 under $50,000	2710
14617	$50,000 under $75,000	2000
14617	$75,000 under $100,000	1460
14617	$100,000 under $200,000	1810
14617	$200,000 or more	260
		
14618		10,380
14618	$1 under $25,000	2730
14618	$25,000 under $50,000	1700
14618	$50,000 under $75,000	1400
14618	$75,000 under $100,000	1150
14618	$100,000 under $200,000	2180
14618	$200,000 or more	1220
		
14619		6,630
14619	$1 under $25,000	3320
14619	$25,000 under $50,000	2020
14619	$50,000 under $75,000	750
14619	$75,000 under $100,000	310
14619	$100,000 under $200,000	230
14619	$200,000 or more	**
		
14620		10,930
14620	$1 under $25,000	4150
14620	$25,000 under $50,000	3310
14620	$50,000 under $75,000	1640
14620	$75,000 under $100,000	780
14620	$100,000 under $200,000	860
14620	$200,000 or more	190
		
14621		12,170
14621	$1 under $25,000	7790
14621	$25,000 under $50,000	3150
14621	$50,000 under $75,000	810
14621	$75,000 under $100,000	260
14621	$100,000 under $200,000	160
14621	$200,000 or more	**
		
14622		6,700
14622	$1 under $25,000	2360
14622	$25,000 under $50,000	1850
14622	$50,000 under $75,000	1120
14622	$75,000 under $100,000	680
14622	$100,000 under $200,000	600
14622	$200,000 or more	90
		
14623		9,560
14623	$1 under $25,000	3700
14623	$25,000 under $50,000	2630
14623	$50,000 under $75,000	1660
14623	$75,000 under $100,000	860
14623	$100,000 under $200,000	660
14623	$200,000 or more	50
		
14624		19,520
14624	$1 under $25,000	6500
14624	$25,000 under $50,000	4890
14624	$50,000 under $75,000	3300
14624	$75,000 under $100,000	2160
14624	$100,000 under $200,000	2410
14624	$200,000 or more	260
		
14625		5,520
14625	$1 under $25,000	1660
14625	$25,000 under $50,000	1040
14625	$50,000 under $75,000	790
14625	$75,000 under $100,000	620
14625	$100,000 under $200,000	1100
14625	$200,000 or more	310
		
14626		15,770
14626	$1 under $25,000	5620
14626	$25,000 under $50,000	3760
14626	$50,000 under $75,000	2420
14626	$75,000 under $100,000	1670
14626	$100,000 under $200,000	1950
14626	$200,000 or more	350
		
14701		16,500
14701	$1 under $25,000	8150
14701	$25,000 under $50,000	3830
14701	$50,000 under $75,000	2130
14701	$75,000 under $100,000	1190
14701	$100,000 under $200,000	1020
14701	$200,000 or more	180
		
14706		2,780
14706	$1 under $25,000	1040
14706	$25,000 under $50,000	580
14706	$50,000 under $75,000	430
14706	$75,000 under $100,000	260
14706	$100,000 under $200,000	370
14706	$200,000 or more	100
		
14709		650
14709	$1 under $25,000	270
14709	$25,000 under $50,000	170
14709	$50,000 under $75,000	100
14709	$75,000 under $100,000	60
14709	$100,000 under $200,000	50
14709	$200,000 or more	**
		
14710		1,630
14710	$1 under $25,000	630
14710	$25,000 under $50,000	400
14710	$50,000 under $75,000	270
14710	$75,000 under $100,000	150
14710	$100,000 under $200,000	160
14710	$200,000 or more	20
		
14711		690
14711	$1 under $25,000	250
14711	$25,000 under $50,000	210
14711	$50,000 under $75,000	130
14711	$75,000 under $100,000	60
14711	$100,000 under $200,000	40
14711	$200,000 or more	**
		
14712		1,520
14712	$1 under $25,000	570
14712	$25,000 under $50,000	300
14712	$50,000 under $75,000	200
14712	$75,000 under $100,000	160
14712	$100,000 under $200,000	220
14712	$200,000 or more	70
		
14714		160
14714	$1 under $25,000	70
14714	$25,000 under $50,000	40
14714	$50,000 under $75,000	30
14714	$75,000 under $100,000	20
14714	$100,000 under $200,000	**
14714	$200,000 or more	**
		
14715		1,120
14715	$1 under $25,000	510
14715	$25,000 under $50,000	270
14715	$50,000 under $75,000	160
14715	$75,000 under $100,000	110
14715	$100,000 under $200,000	70
14715	$200,000 or more	**
		
14716		960
14716	$1 under $25,000	440
14716	$25,000 under $50,000	270
14716	$50,000 under $75,000	110
14716	$75,000 under $100,000	80
14716	$100,000 under $200,000	60
14716	$200,000 or more	**
		
14717		310
14717	$1 under $25,000	130
14717	$25,000 under $50,000	70
14717	$50,000 under $75,000	60
14717	$75,000 under $100,000	50
14717	$100,000 under $200,000	**
14717	$200,000 or more	**
		
14718		930
14718	$1 under $25,000	360
14718	$25,000 under $50,000	230
14718	$50,000 under $75,000	150
14718	$75,000 under $100,000	100
